id,curr,date,val
0,usd-bna/sell,2004-09-29,2.97
0,usd-bna/sell,2004-09-30,2.97
0,usd-bna/sell,2004-10-01,2.97
0,usd-bna/sell,2004-10-04,2.96
0,usd-bna/sell,2004-10-05,2.96
0,usd-bna/sell,2004-10-06,2.96
0,usd-bna/sell,2004-10-07,2.96
0,usd-bna/sell,2004-10-08,2.96
0,usd-bna/sell,2004-10-12,2.96
0,usd-bna/sell,2004-10-13,2.96
0,usd-bna/sell,2004-10-14,2.96
0,usd-bna/sell,2004-10-15,2.96
0,usd-bna/sell,2004-10-18,2.95
0,usd-bna/sell,2004-10-19,2.94
0,usd-bna/sell,2004-10-20,2.95
0,usd-bna/sell,2004-10-21,2.95
0,usd-bna/sell,2004-10-22,2.95
0,usd-bna/sell,2004-10-25,2.95
0,usd-bna/sell,2004-10-26,2.96
0,usd-bna/sell,2004-10-27,2.96
0,usd-bna/sell,2004-10-28,2.96
0,usd-bna/sell,2004-10-29,2.96
0,usd-bna/sell,2004-11-01,2.95
0,usd-bna/sell,2004-11-02,2.94
0,usd-bna/sell,2004-11-03,2.94
0,usd-bna/sell,2004-11-04,2.94
0,usd-bna/sell,2004-11-05,2.95
0,usd-bna/sell,2004-11-08,2.95
0,usd-bna/sell,2004-11-09,2.95
0,usd-bna/sell,2004-11-10,2.95
0,usd-bna/sell,2004-11-11,2.95
0,usd-bna/sell,2004-11-12,2.95
0,usd-bna/sell,2004-11-15,2.94
0,usd-bna/sell,2004-11-16,2.94
0,usd-bna/sell,2004-11-17,2.93
0,usd-bna/sell,2004-11-18,2.92
0,usd-bna/sell,2004-11-19,2.93
0,usd-bna/sell,2004-11-22,2.94
0,usd-bna/sell,2004-11-23,2.93
0,usd-bna/sell,2004-11-24,2.93
0,usd-bna/sell,2004-11-25,2.93
0,usd-bna/sell,2004-11-26,2.93
0,usd-bna/sell,2004-11-29,2.93
0,usd-bna/sell,2004-11-30,2.93
0,usd-bna/sell,2004-12-01,2.96
0,usd-bna/sell,2004-12-02,2.93
0,usd-bna/sell,2004-12-03,2.95
0,usd-bna/sell,2004-12-06,2.96
0,usd-bna/sell,2004-12-07,2.96
0,usd-bna/sell,2004-12-09,2.96
0,usd-bna/sell,2004-12-10,2.95
0,usd-bna/sell,2004-12-13,2.95
0,usd-bna/sell,2004-12-14,2.95
0,usd-bna/sell,2004-12-15,2.95
0,usd-bna/sell,2004-12-16,2.97
0,usd-bna/sell,2004-12-17,2.97
0,usd-bna/sell,2004-12-20,2.95
0,usd-bna/sell,2004-12-21,2.94
0,usd-bna/sell,2004-12-22,2.94
0,usd-bna/sell,2004-12-23,2.94
0,usd-bna/sell,2004-12-24,2.94
0,usd-bna/sell,2004-12-27,2.95
0,usd-bna/sell,2004-12-28,2.95
0,usd-bna/sell,2004-12-29,2.96
0,usd-bna/sell,2004-12-30,2.96
0,usd-bna/sell,2004-12-31,2.96
0,usd-bna/sell,2005-01-03,2.95
0,usd-bna/sell,2005-01-04,2.95
0,usd-bna/sell,2005-01-05,2.95
0,usd-bna/sell,2005-01-06,2.95
0,usd-bna/sell,2005-01-07,2.95
0,usd-bna/sell,2005-01-10,2.95
0,usd-bna/sell,2005-01-11,2.95
0,usd-bna/sell,2005-01-12,2.94
0,usd-bna/sell,2005-01-13,2.93
0,usd-bna/sell,2005-01-14,2.93
0,usd-bna/sell,2005-01-17,2.93
0,usd-bna/sell,2005-01-18,2.93
0,usd-bna/sell,2005-01-19,2.93
0,usd-bna/sell,2005-01-20,2.93
0,usd-bna/sell,2005-01-21,2.93
0,usd-bna/sell,2005-01-24,2.93
0,usd-bna/sell,2005-01-25,2.92
0,usd-bna/sell,2005-01-26,2.91
0,usd-bna/sell,2005-01-27,2.91
0,usd-bna/sell,2005-01-28,2.92
0,usd-bna/sell,2005-01-31,2.91
0,usd-bna/sell,2005-02-01,2.91
0,usd-bna/sell,2005-02-02,2.91
0,usd-bna/sell,2005-02-03,2.91
0,usd-bna/sell,2005-02-04,2.9
0,usd-bna/sell,2005-02-07,2.9
0,usd-bna/sell,2005-02-08,2.9
0,usd-bna/sell,2005-02-09,2.89
0,usd-bna/sell,2005-02-10,2.89
0,usd-bna/sell,2005-02-11,2.9
0,usd-bna/sell,2005-02-14,2.9
0,usd-bna/sell,2005-02-15,2.89
0,usd-bna/sell,2005-02-16,2.88
0,usd-bna/sell,2005-02-17,2.88
0,usd-bna/sell,2005-02-18,2.89
0,usd-bna/sell,2005-02-21,2.9
0,usd-bna/sell,2005-02-22,2.9
0,usd-bna/sell,2005-02-23,2.91
0,usd-bna/sell,2005-02-24,2.91
0,usd-bna/sell,2005-02-25,2.91
0,usd-bna/sell,2005-02-28,2.91
0,usd-bna/sell,2005-03-01,2.92
0,usd-bna/sell,2005-03-02,2.93
0,usd-bna/sell,2005-03-03,2.93
0,usd-bna/sell,2005-03-04,2.92
0,usd-bna/sell,2005-03-07,2.91
0,usd-bna/sell,2005-03-08,2.91
0,usd-bna/sell,2005-03-09,2.92
0,usd-bna/sell,2005-03-10,2.92
0,usd-bna/sell,2005-03-11,2.91
0,usd-bna/sell,2005-03-14,2.9
0,usd-bna/sell,2005-03-15,2.9
0,usd-bna/sell,2005-03-16,2.9
0,usd-bna/sell,2005-03-17,2.9
0,usd-bna/sell,2005-03-18,2.9
0,usd-bna/sell,2005-03-21,2.9
0,usd-bna/sell,2005-03-22,2.9
0,usd-bna/sell,2005-03-23,2.9
0,usd-bna/sell,2005-03-28,2.9
0,usd-bna/sell,2005-03-29,2.9
0,usd-bna/sell,2005-03-30,2.9
0,usd-bna/sell,2005-03-31,2.9
0,usd-bna/sell,2005-04-01,2.9
0,usd-bna/sell,2005-04-04,2.9
0,usd-bna/sell,2005-04-05,2.9
0,usd-bna/sell,2005-04-06,2.89
0,usd-bna/sell,2005-04-07,2.88
0,usd-bna/sell,2005-04-08,2.88
0,usd-bna/sell,2005-04-11,2.88
0,usd-bna/sell,2005-04-12,2.88
0,usd-bna/sell,2005-04-13,2.87
0,usd-bna/sell,2005-04-14,2.87
0,usd-bna/sell,2005-04-15,2.89
0,usd-bna/sell,2005-04-18,2.89
0,usd-bna/sell,2005-04-19,2.89
0,usd-bna/sell,2005-04-20,2.89
0,usd-bna/sell,2005-04-21,2.89
0,usd-bna/sell,2005-04-22,2.89
0,usd-bna/sell,2005-04-25,2.89
0,usd-bna/sell,2005-04-26,2.88
0,usd-bna/sell,2005-04-27,2.89
0,usd-bna/sell,2005-04-28,2.89
0,usd-bna/sell,2005-04-29,2.9
0,usd-bna/sell,2005-05-02,2.89
0,usd-bna/sell,2005-05-03,2.88
0,usd-bna/sell,2005-05-04,2.88
0,usd-bna/sell,2005-05-05,2.88
0,usd-bna/sell,2005-05-06,2.88
0,usd-bna/sell,2005-05-09,2.88
0,usd-bna/sell,2005-05-10,2.88
0,usd-bna/sell,2005-05-11,2.88
0,usd-bna/sell,2005-05-12,2.88
0,usd-bna/sell,2005-05-13,2.88
0,usd-bna/sell,2005-05-16,2.87
0,usd-bna/sell,2005-05-17,2.87
0,usd-bna/sell,2005-05-18,2.88
0,usd-bna/sell,2005-05-19,2.87
0,usd-bna/sell,2005-05-20,2.88
0,usd-bna/sell,2005-05-23,2.87
0,usd-bna/sell,2005-05-24,2.87
0,usd-bna/sell,2005-05-26,2.87
0,usd-bna/sell,2005-05-27,2.87
0,usd-bna/sell,2005-05-30,2.87
0,usd-bna/sell,2005-05-31,2.87
0,usd-bna/sell,2005-06-01,2.87
0,usd-bna/sell,2005-06-02,2.87
0,usd-bna/sell,2005-06-03,2.87
0,usd-bna/sell,2005-06-06,2.88
0,usd-bna/sell,2005-06-07,2.88
0,usd-bna/sell,2005-06-08,2.88
0,usd-bna/sell,2005-06-09,2.88
0,usd-bna/sell,2005-06-10,2.88
0,usd-bna/sell,2005-06-13,2.87
0,usd-bna/sell,2005-06-14,2.87
0,usd-bna/sell,2005-06-15,2.86
0,usd-bna/sell,2005-06-16,2.86
0,usd-bna/sell,2005-06-17,2.86
0,usd-bna/sell,2005-06-21,2.86
0,usd-bna/sell,2005-06-22,2.85
0,usd-bna/sell,2005-06-23,2.85
0,usd-bna/sell,2005-06-24,2.86
0,usd-bna/sell,2005-06-27,2.87
0,usd-bna/sell,2005-06-28,2.88
0,usd-bna/sell,2005-06-29,2.88
0,usd-bna/sell,2005-06-30,2.87
0,usd-bna/sell,2005-07-01,2.87
0,usd-bna/sell,2005-07-04,2.87
0,usd-bna/sell,2005-07-05,2.87
0,usd-bna/sell,2005-07-06,2.87
0,usd-bna/sell,2005-07-07,2.86
