Fecha,Precio de venta,Tipo de dólar
11/06/2013 12:00:00 a.m.,"5,32",Oficial
11/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
12/06/2013 12:00:00 a.m.,"5,325",Oficial
12/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
13/06/2013 12:00:00 a.m.,"5,335",Oficial
13/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
14/06/2013 12:00:00 a.m.,"5,34",Oficial
14/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
17/06/2013 12:00:00 a.m.,"5,35",Oficial
17/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
18/06/2013 12:00:00 a.m.,"5,35",Oficial
18/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
19/06/2013 12:00:00 a.m.,"5,36",Oficial
19/06/2013 12:00:00 a.m.,"8,57",Informal (Blue)
24/06/2013 12:00:00 a.m.,"5,375",Oficial
24/06/2013 12:00:00 a.m.,"8,05",Informal (Blue)
25/06/2013 12:00:00 a.m.,"5,37",Oficial
25/06/2013 12:00:00 a.m.,"8,05",Informal (Blue)
26/06/2013 12:00:00 a.m.,"5,375",Oficial
26/06/2013 12:00:00 a.m.,"8,13",Informal (Blue)
27/06/2013 12:00:00 a.m.,"5,385",Oficial
27/06/2013 12:00:00 a.m.,"8,13",Informal (Blue)
28/06/2013 12:00:00 a.m.,"5,375",Oficial
28/06/2013 12:00:00 a.m.,"8,13",Informal (Blue)
